timestamp,listening_ports_total,loopback_ports,exposed_ports,sensitive_ports_count,established_external,unique_external_ips,delta_listening_ports_total,delta_loopback_ports,delta_exposed_ports,delta_sensitive_ports_count,delta_established_external,delta_unique_external_ips
2026-02-03 21:30:54.311527+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:31:54.339683+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:32:54.369736+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:33:54.404465+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:34:54.433632+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:35:54.473602+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:36:54.500190+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:37:54.525918+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:38:54.552711+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:39:54.578456+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:40:54.604526+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:41:54.631547+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:42:54.660622+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:43:54.689303+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:44:54.716473+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:45:54.740905+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:46:54.765679+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:47:54.790222+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:48:54.814390+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:49:54.840233+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:50:54.864262+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:51:54.888662+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:52:54.914867+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:53:54.938737+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:54:54.963530+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:55:54.987532+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:56:55.011235+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:57:55.035127+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:58:55.060502+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 21:59:55.084620+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:00:55.113783+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:01:55.138520+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:02:55.163845+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:03:55.188097+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:04:55.212411+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:05:55.237163+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:06:55.261785+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:07:55.285093+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:08:55.308781+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:09:55.331991+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:10:55.356381+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:11:55.379504+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:12:55.403168+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:13:55.427329+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:14:55.450606+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:15:55.473826+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:16:55.498116+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:17:55.521478+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:18:55.545462+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:19:55.568200+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:20:55.591039+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:21:55.613812+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:22:55.636798+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:23:55.661502+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:24:55.684044+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:25:55.707061+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:26:55.730287+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:27:55.753176+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:28:55.776958+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:29:55.801274+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:30:55.825122+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:31:55.849005+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:32:55.872375+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:33:55.896051+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:34:55.920003+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:35:55.943619+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:36:55.968129+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:37:55.992415+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:38:56.014954+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:39:56.038789+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:40:56.063091+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:41:56.086938+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:42:56.109550+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:43:56.132658+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:44:56.155904+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:45:56.180017+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:46:56.202533+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:47:56.225889+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:48:56.249743+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:49:56.272374+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:50:56.296176+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:51:56.319102+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:52:56.341849+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:53:56.364321+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:54:56.386778+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:55:56.410730+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:56:56.434225+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:57:56.457476+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:58:56.480448+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 22:59:56.504096+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:00:56.528182+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:01:56.552427+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:02:56.574992+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:03:56.597881+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:04:56.621086+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:05:56.644838+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:06:56.668817+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:07:56.692825+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:08:56.717594+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:09:56.741418+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:10:56.764709+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:11:56.788264+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:12:56.811252+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:13:56.835636+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:14:56.859567+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:15:56.882616+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:16:56.907449+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:17:56.930858+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:18:56.954852+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:19:56.978669+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:20:57.002483+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:21:57.026790+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:22:57.050837+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:23:57.074858+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:24:57.098329+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:25:57.120971+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:26:57.145042+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:27:57.168777+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:28:57.192293+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:29:57.215949+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:30:57.240236+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:31:57.263226+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:32:57.287101+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:33:57.311111+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:34:57.334490+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:35:57.357875+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:36:57.381335+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:37:57.405520+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:38:57.429112+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:39:57.453518+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:40:57.477390+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:41:57.501217+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:42:57.525191+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:43:57.549740+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:44:57.574010+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:45:57.596799+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:46:57.621010+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:47:57.645270+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:48:57.668123+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:49:57.692334+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:50:57.716119+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:51:57.739755+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:52:57.762358+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:53:57.785204+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:54:57.808627+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:55:57.832454+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:56:57.855804+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:57:57.880383+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:58:57.904412+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-03 23:59:57.927789+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:00:57.950585+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:01:57.974616+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:02:57.998717+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:03:58.022250+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:04:58.044846+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:05:58.067985+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:06:58.090900+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:07:58.113533+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:08:58.137439+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:09:58.160516+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:10:58.183856+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:11:58.206540+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:12:58.229835+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:13:58.253498+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:14:58.276272+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:15:58.300159+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:16:58.323058+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:17:58.347364+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:18:58.371702+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:19:58.395991+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:20:58.419519+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:21:58.442567+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:22:58.465844+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:23:58.489960+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:24:58.512914+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:25:58.536599+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:26:58.559109+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:27:58.584119+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:28:58.607443+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:29:58.631225+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:30:58.654234+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:31:58.678112+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:32:58.700985+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:33:58.724889+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:34:58.747888+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:35:58.771233+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:36:58.793876+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:37:58.817650+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:38:58.841904+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:39:58.865152+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:40:58.887948+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:41:58.911061+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:42:58.935290+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:43:58.958402+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:44:58.981645+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:45:59.005104+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:46:59.028629+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:47:59.052533+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:48:59.076248+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:49:59.098869+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:50:59.122650+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:51:59.145381+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:52:59.169160+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:53:59.193073+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:54:59.217151+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:55:59.240508+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:56:59.264500+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:57:59.287859+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:58:59.311029+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 00:59:59.334638+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:00:59.358920+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:01:59.382901+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:02:59.406373+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:03:59.430264+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:04:59.453890+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:05:59.478115+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:06:59.500972+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:07:59.523773+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:08:59.547659+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:09:59.571541+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:10:59.594629+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:11:59.617869+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:12:59.642158+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04 01:13:59.665471+00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
